MES,CODIGOCLIENTE,DISTRITO,EDAD,DEPARTAMENTO,FLG_CELULAR,FLG_EMAIL,FLG_PROCEDENCIA,FLG_TELEFONO,RNG_EDAD,RNG_INGRESO_BRUTO,PROVINCIA,PROFESION,SEXO,SITUACION_LABORAL
201711,IBK_CODUNICO00025189507,LA MOLINA,32,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201711,IBK_CODUNICO00014843052,LA ESPERANZA,25,LA LIBERTAD,1,1,PROVINCIA,0,18 - 27,1200 - 3999,TRUJILLO,,M,DEPENDIENTE
201707,IBK_CODUNICO00024780777,IQUITOS,55,LORETO,1,1,PROVINCIA,1,46 - 65,4000 - 9999,MAYNAS,CONTADOR,M,INDEPENDIENTE
201708,IBK_CODUNICO00025637312,SURQUILLO,58,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,M,DEPENDIENTE
201712,IBK_CODUNICO00022502849,LA VICTORIA,34,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201703,IBK_CODUNICO00027529430,SAN MIGUEL,54,LIMA,0,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,F,INDEPENDIENTE
201711,IBK_CODUNICO00024686580,VILLA EL SALVADOR,30,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201702,IBK_CODUNICO0007329845,LA PERLA,40,CALLAO,1,1,LIMA Y CALLAO,0,28 - 45,4000 - 9999,PROV. CONST. DEL CALLAO,,M,DEPENDIENTE
201705,IBK_CODUNICO00021942507,LA MOLINA,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201704,IBK_CODUNICO00027774016,LURIGANCHO,35,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,PROFESOR,F,DEPENDIENTE
201705,IBK_CODUNICO00023718749,LIMA,55,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201712,IBK_CODUNICO00014151854,CHINCHA BAJA,40,ICA,1,0,PROVINCIA,0,28 - 45,1200 - 3999,CHINCHA,,,DEPENDIENTE
201703,IBK_CODUNICO00028355846,EL TAMBO,54,JUNÍN,1,1,PROVINCIA,0,46 - 65,1200 - 3999,HUANCAYO,CONTADOR,F,DEPENDIENTE
201703,IBK_CODUNICO00027305476,SAN LUIS,35,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,DECORADOR,F,INDEPENDIENTE
201710,IBK_CODUNICO00017988520,LA VICTORIA,32,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201708,IBK_CODUNICO00027214553,BREÑA,34,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,CONTADOR,M,DEPENDIENTE
201705,IBK_CODUNICO00028244861,CARABAYLLO,40,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201701,IBK_CODUNICO00027536132,CALLAO,54,CALLAO,1,0,LIMA Y CALLAO,1,46 - 65,1200 - 3999,PROV. CONST. DEL CALLAO,,F,INDEPENDIENTE
201712,IBK_CODUNICO00029199785,PIURA,52,PIURA,1,0,PROVINCIA,1,46 - 65,1200 - 3999,PIURA,,M,INDEPENDIENTE
201711,IBK_CODUNICO00029003780,LIMA,28,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201709,IBK_CODUNICO00028954413,SAN MIGUEL,46,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,DEPENDIENTE
201709,IBK_CODUNICO00024214100,SANTIAGO DE SURCO,43,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201704,IBK_CODUNICO00026128098,TRUJILLO,48,LA LIBERTAD,1,0,PROVINCIA,0,46 - 65,1200 - 3999,TRUJILLO,,M,DEPENDIENTE
201707,IBK_CODUNICO00028786199,BREÑA,37,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201708,IBK_CODUNICO00029049119,IQUITOS,29,LORETO,1,1,PROVINCIA,1,28 - 45,4000 - 9999,MAYNAS,,M,INDEPENDIENTE
201702,IBK_CODUNICO00025515014,SAN JUAN DE MIRAFLORES,41,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201702,IBK_CODUNICO00024231448,PUEBLO LIBRE,50,LIMA,1,1,LIMA Y CALLAO,0,46 - 65,10000 - 14999,LIMA,INGENIERO,M,INDEPENDIENTE
201701,IBK_CODUNICO00025620756,ATE,43,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,ABOGADO,F,INDEPENDIENTE
201703,IBK_CODUNICO00015666102,SACHACA,28,AREQUIPA,1,0,PROVINCIA,1,28 - 45,1200 - 3999,AREQUIPA,,F,DEPENDIENTE
201701,IBK_CODUNICO00027825429,ATE,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,MEDICO Y CIRUJANO,F,DEPENDIENTE
201708,IBK_CODUNICO00028357387,SAN MARTIN DE PORRES,27,LIMA,0,1,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,F,DEPENDIENTE
201707,IBK_CODUNICO00023909433,LIMA,39,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00016846630,SAN MARTIN DE PORRES,27,LIMA,0,1,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,M,INDEPENDIENTE
201711,IBK_CODUNICO00027952455,CHORRILLOS,47,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,CONTADOR,M,INDEPENDIENTE
201710,IBK_CODUNICO00017254111,SAN MARTIN DE PORRES,42,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201707,IBK_CODUNICO00024177097,ALTO SELVA ALEGRE,42,AREQUIPA,1,1,PROVINCIA,1,28 - 45,4000 - 9999,AREQUIPA,,F,INDEPENDIENTE
201707,IBK_CODUNICO00026141524,MARCONA,26,ICA,1,1,PROVINCIA,0,18 - 27,4000 - 9999,NAZCA,,F,DEPENDIENTE
201704,IBK_CODUNICO00020605241,SAN MARTIN DE PORRES,40,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00027394614,SURQUILLO,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201706,IBK_CODUNICO00026350954,LIMA,59,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,INGENIERO,M,DEPENDIENTE
201712,IBK_CODUNICO00029365398,LOS OLIVOS,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201712,IBK_CODUNICO00027452323,SAN JUAN DE LURIGANCHO,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201702,IBK_CODUNICO00028233620,SAN MARTIN DE PORRES,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201711,IBK_CODUNICO00026404233,CALLAO,42,CALLAO,1,0,LIMA Y CALLAO,1,28 - 45,4000 - 9999,PROV. CONST. DEL CALLAO,,M,DEPENDIENTE
201701,IBK_CODUNICO00029204189,LURIGANCHO,40,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201709,IBK_CODUNICO00026507911,CHORRILLOS,54,LIMA,1,1,LIMA Y CALLAO,0,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201702,IBK_CODUNICO00025663383,BARRANCO,27,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,F,DEPENDIENTE
201706,IBK_CODUNICO00028180291,LOS OLIVOS,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,ABOGADO,F,INDEPENDIENTE
201708,IBK_CODUNICO00028823861,CHORRILLOS,33,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00028436745,SURQUILLO,62,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,INDEPENDIENTE
201712,IBK_CODUNICO00027715965,SURQUILLO,38,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201709,IBK_CODUNICO00027747711,CERRO COLORADO,45,AREQUIPA,0,1,PROVINCIA,1,28 - 45,De 15000 a más,AREQUIPA,,M,DEPENDIENTE
201708,IBK_CODUNICO00029349109,SAN LUIS,45,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201702,IBK_CODUNICO00026174374,CALLAO,29,CALLAO,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,PROV. CONST. DEL CALLAO,,M,DEPENDIENTE
201703,IBK_CODUNICO00020758957,LIMA,42,LIMA,1,0,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201706,IBK_CODUNICO00025640333,LURIGANCHO,39,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,INGENIERO,M,DEPENDIENTE
201708,IBK_CODUNICO00029044380,BREÑA,32,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,M,DEPENDIENTE
201701,IBK_CODUNICO00021170672,CHALLHUAHUACHO,31,APURIMAC,1,1,PROVINCIA,1,28 - 45,4000 - 9999,COTABAMBAS,,F,INDEPENDIENTE
201707,IBK_CODUNICO00028896301,LA VICTORIA,29,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201702,IBK_CODUNICO00026965978,SANTIAGO DE SURCO,41,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,DEPORTISTA PROFESIONAL Y ATLETA,M,DEPENDIENTE
201701,IBK_CODUNICO00024693573,SANTIAGO DE SURCO,35,LIMA,1,0,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,INDEPENDIENTE
201708,IBK_CODUNICO00027751611,JESUS MARIA,45,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,,M,INDEPENDIENTE
201701,IBK_CODUNICO00029171346,SANTIAGO,38,CUSCO,1,0,PROVINCIA,0,28 - 45,1200 - 3999,CUSCO,,M,DEPENDIENTE
201707,IBK_CODUNICO00026339162,CALLAO,35,CALLAO,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,PROV. CONST. DEL CALLAO,,F,INDEPENDIENTE
201712,IBK_CODUNICO00028708463,SANTIAGO DE SURCO,56,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,INDEPENDIENTE
201701,IBK_CODUNICO00029328265,HUANUCO,35,HUÁNUCO,1,1,PROVINCIA,1,28 - 45,1200 - 3999,HUANUCO,,M,INDEPENDIENTE
201708,IBK_CODUNICO00026335812,ILO,50,MOQUEGUA,1,1,PROVINCIA,0,46 - 65,4000 - 9999,ILO,,M,DEPENDIENTE
201708,IBK_CODUNICO00028179166,SAN MARTIN DE PORRES,25,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,4000 - 9999,LIMA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00022853602,LIMA,54,LIMA,1,1,LIMA Y CALLAO,0,46 - 65,4000 - 9999,LIMA,,M,DEPENDIENTE
201702,IBK_CODUNICO00022781132,LURIGANCHO,52,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201705,IBK_CODUNICO00019543058,CARABAYLLO,39,LIMA,0,0,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00028267348,SANTIAGO DE SURCO,43,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201705,IBK_CODUNICO00025526618,CHORRILLOS,25,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00015854442,CARMEN DE LA LEGUA REYNOSO,27,CALLAO,1,1,LIMA Y CALLAO,0,18 - 27,4000 - 9999,PROV. CONST. DEL CALLAO,,M,DEPENDIENTE
201707,IBK_CODUNICO00028873295,BELLAVISTA,26,CALLAO,1,1,LIMA Y CALLAO,1,18 - 27,850 - 1199,PROV. CONST. DEL CALLAO,,F,DEPENDIENTE
201704,IBK_CODUNICO00027638946,JESUS MARIA,34,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00025956808,JESUS MARIA,54,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00029330227,SURQUILLO,49,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,DEPENDIENTE
201710,IBK_CODUNICO00028287627,SAN MARTIN DE PORRES,30,LIMA,1,0,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201706,IBK_CODUNICO00025812467,CALLAO,53,CALLAO,1,0,LIMA Y CALLAO,1,46 - 65,1200 - 3999,PROV. CONST. DEL CALLAO,,F,INDEPENDIENTE
201710,IBK_CODUNICO00027212269,SURQUILLO,29,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201702,IBK_CODUNICO00029208925,PUEBLO LIBRE,27,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00026442748,TRUJILLO,25,LA LIBERTAD,1,1,PROVINCIA,1,18 - 27,4000 - 9999,TRUJILLO,,F,INDEPENDIENTE
201708,IBK_CODUNICO00024012754,SAN JUAN DE MIRAFLORES,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201703,IBK_CODUNICO00027790031,SAN JUAN DE LURIGANCHO,55,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,M,DEPENDIENTE
201702,IBK_CODUNICO00029065876,PUNCHANA,30,LORETO,1,0,PROVINCIA,0,28 - 45,1200 - 3999,MAYNAS,,F,DEPENDIENTE
201707,IBK_CODUNICO00023188894,LIMA,37,LIMA,1,0,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00025097115,INDEPENDENCIA,48,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00028563146,TACNA,30,TACNA,1,1,PROVINCIA,1,28 - 45,1200 - 3999,TACNA,,M,DEPENDIENTE
201704,IBK_CODUNICO00016916215,JACOBO HUNTER,45,AREQUIPA,1,1,PROVINCIA,1,28 - 45,4000 - 9999,AREQUIPA,,F,INDEPENDIENTE
201704,IBK_CODUNICO0009593040,SAN JUAN DE MIRAFLORES,32,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00026336120,CASTILLA,27,PIURA,1,1,PROVINCIA,1,18 - 27,1200 - 3999,PIURA,,M,DEPENDIENTE
201703,IBK_CODUNICO00026424471,AYACUCHO,68,AYACUCHO,1,1,PROVINCIA,1,66 - 72,1200 - 3999,HUAMANGA,INGENIERO,M,DEPENDIENTE
201705,IBK_CODUNICO00026185351,LURIGANCHO,23,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,4000 - 9999,LIMA,,M,INDEPENDIENTE
201701,IBK_CODUNICO00029228289,MIRAFLORES,56,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,10000 - 14999,LIMA,ARQUITECTO,F,DEPENDIENTE
201705,IBK_CODUNICO00028615607,PUEBLO LIBRE,39,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00028931696,SAN JUAN DE LURIGANCHO,43,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201705,IBK_CODUNICO00026900158,CHANCHAMAYO,27,JUNÍN,1,1,PROVINCIA,1,18 - 27,1200 - 3999,CHANCHAMAYO,,M,DEPENDIENTE
201707,IBK_CODUNICO00027062279,LIMA,31,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201702,IBK_CODUNICO00028245252,LA MOLINA,53,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,De 15000 a más,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00022521368,SANTA ANITA,42,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201701,IBK_CODUNICO00027938791,PACHACAMAC,27,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,F,DEPENDIENTE
201708,IBK_CODUNICO00028686727,CHORRILLOS,53,LIMA,0,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201708,IBK_CODUNICO00026819505,HUACHO,25,LIMA,1,0,LIMA Y CALLAO,0,18 - 27,1200 - 3999,HUAURA,,M,INDEPENDIENTE
201703,IBK_CODUNICO00028880702,SAN BORJA,25,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,F,INDEPENDIENTE
201708,IBK_CODUNICO00025073651,PUEBLO LIBRE,26,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,DECORADOR,M,DEPENDIENTE
201708,IBK_CODUNICO00017042607,LA MOLINA,43,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201704,IBK_CODUNICO00016581778,SAN SEBASTIAN,47,CUSCO,1,1,PROVINCIA,0,46 - 65,1200 - 3999,CUSCO,,F,INDEPENDIENTE
201703,IBK_CODUNICO00024851121,SATIPO,42,JUNÍN,1,1,PROVINCIA,1,28 - 45,10000 - 14999,SATIPO,MEDICO Y CIRUJANO,M,DEPENDIENTE
201702,IBK_CODUNICO00027019132,LA MOLINA,27,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,ECONOMISTA,M,DEPENDIENTE
201708,IBK_CODUNICO00028595878,LA PERLA,50,CALLAO,1,1,LIMA Y CALLAO,0,46 - 65,1200 - 3999,PROV. CONST. DEL CALLAO,ANALISTAS DE SISTEMA Y COMPUTO,M,INDEPENDIENTE
201705,IBK_CODUNICO00029124878,LURIN,77,LIMA,1,1,LIMA Y CALLAO,1,Más de 72,_INGRESO,LIMA,,M,INDEPENDIENTE
201707,IBK_CODUNICO00025736339,TARAPOTO,51,SAN MARTÍN,1,1,PROVINCIA,1,46 - 65,4000 - 9999,SAN MARTIN,MECANICO MOTORES AVIONES Y NAVES,M,DEPENDIENTE
201703,IBK_CODUNICO00025891657,VILLA MARIA DEL TRIUNFO,43,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00020857323,ATE,41,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,ARQUITECTO,F,INDEPENDIENTE
201710,IBK_CODUNICO00011282268,SANTIAGO DE SURCO,59,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,De 15000 a más,LIMA,INGENIERO,M,INDEPENDIENTE
201710,IBK_CODUNICO00028462725,PUENTE PIEDRA,68,LIMA,1,0,LIMA Y CALLAO,0,66 - 72,1200 - 3999,LIMA,,M,DEPENDIENTE
201711,IBK_CODUNICO00024970312,SANTIAGO DE SURCO,28,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201712,IBK_CODUNICO00021240286,HUACHO,31,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,HUAURA,,F,DEPENDIENTE
201702,IBK_CODUNICO00024990479,TRUJILLO,26,LA LIBERTAD,1,0,PROVINCIA,0,18 - 27,1200 - 3999,TRUJILLO,,M,DEPENDIENTE
201710,IBK_CODUNICO00025933933,SANTIAGO DE SURCO,55,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,10000 - 14999,LIMA,,F,INDEPENDIENTE
201702,IBK_CODUNICO00027888520,PUEBLO LIBRE,28,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00029283780,SAN LUIS,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,CONTADOR,M,DEPENDIENTE
201712,IBK_CODUNICO00029050854,VILLA EL SALVADOR,30,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201709,IBK_CODUNICO00027942495,MIRAFLORES,30,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,M,INDEPENDIENTE
201710,IBK_CODUNICO00027973373,TRUJILLO,45,LA LIBERTAD,1,1,PROVINCIA,1,28 - 45,4000 - 9999,TRUJILLO,PROFESOR,M,DEPENDIENTE
201708,IBK_CODUNICO00021001204,SAN ISIDRO,30,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,PSICOLOGO,F,INDEPENDIENTE
201712,IBK_CODUNICO00029186700,PUNO,60,PUNO,1,1,PROVINCIA,0,46 - 65,1200 - 3999,PUNO,,F,DEPENDIENTE
201702,IBK_CODUNICO00029010887,SAN JUAN DE LURIGANCHO,58,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201702,IBK_CODUNICO00025729520,ALTO SELVA ALEGRE,38,AREQUIPA,0,1,PROVINCIA,1,28 - 45,1200 - 3999,AREQUIPA,,M,INDEPENDIENTE
201711,IBK_CODUNICO00029204910,LINCE,35,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201708,IBK_CODUNICO00029322916,LINCE,45,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,PERIODISTA,F,DEPENDIENTE
201704,IBK_CODUNICO00023647039,SAN JUAN DE MIRAFLORES,43,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201708,IBK_CODUNICO00027460200,PUEBLO LIBRE,43,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201707,IBK_CODUNICO00021095586,CALLAO,43,CALLAO,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,PROV. CONST. DEL CALLAO,,F,DEPENDIENTE
201703,IBK_CODUNICO00027877871,LINCE,27,LIMA,1,0,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,F,DEPENDIENTE
201711,IBK_CODUNICO00026998508,LOS OLIVOS,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201703,IBK_CODUNICO00028957911,SAN JUAN DE MIRAFLORES,34,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201709,IBK_CODUNICO00027403549,TACNA,27,TACNA,1,1,PROVINCIA,1,18 - 27,1200 - 3999,TACNA,ODONTOLOGO,F,INDEPENDIENTE
201703,IBK_CODUNICO00029417138,ATE,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,INGENIERO,M,DEPENDIENTE
201711,IBK_CODUNICO00027256013,ICA,61,ICA,1,1,PROVINCIA,1,46 - 65,4000 - 9999,ICA,,F,DEPENDIENTE
201707,IBK_CODUNICO00017681461,ATE,28,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00015893478,YANACANCHA,37,PASCO,1,1,PROVINCIA,0,28 - 45,1200 - 3999,PASCO,,M,DEPENDIENTE
201703,IBK_CODUNICO00025032261,LOS OLIVOS,30,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201705,IBK_CODUNICO00028400318,SAN ISIDRO,57,LIMA,0,1,LIMA Y CALLAO,1,46 - 65,_INGRESO,LIMA,,F,INDEPENDIENTE
201707,IBK_CODUNICO00026073259,PUEBLO LIBRE,41,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,ADMINISTRADOR DE EMPRESAS,F,DEPENDIENTE
201706,IBK_CODUNICO00028776150,CHORRILLOS,28,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201709,IBK_CODUNICO00028856371,LA MOLINA,28,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201704,IBK_CODUNICO00023398573,LA VICTORIA,43,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201707,IBK_CODUNICO00021369171,SANTIAGO DE SURCO,50,LIMA,0,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,F,DEPENDIENTE
201708,IBK_CODUNICO00025566769,SULLANA,35,PIURA,1,0,PROVINCIA,1,28 - 45,1200 - 3999,SULLANA,PROFESOR,F,DEPENDIENTE
201701,IBK_CODUNICO00028271025,MORALES,45,SAN MARTÍN,1,1,PROVINCIA,1,28 - 45,1200 - 3999,SAN MARTIN,,M,DEPENDIENTE
201710,IBK_CODUNICO00026819308,LOS OLIVOS,61,LIMA,0,1,LIMA Y CALLAO,0,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201701,IBK_CODUNICO00024705023,SAN MIGUEL,37,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00028961306,TRUJILLO,45,LA LIBERTAD,0,0,PROVINCIA,0,28 - 45,1200 - 3999,TRUJILLO,,F,DEPENDIENTE
201701,IBK_CODUNICO00028276880,SAN ISIDRO,27,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,F,DEPENDIENTE
201702,IBK_CODUNICO00029142943,SAN JERONIMO,38,CUSCO,1,1,PROVINCIA,1,28 - 45,10000 - 14999,CUSCO,ECONOMISTA,M,DEPENDIENTE
201704,IBK_CODUNICO00022828098,LIMA,29,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
