MES,CODIGOCLIENTE,BANCARIZADO,SEGMENTO_CANAL,SEGMENTO_CAPTACIONES,TIPO_VINCULACION
201710,IBK_CODUNICO00027218870,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201702,IBK_CODUNICO00027017013,S,Light user,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00016737483,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201712,IBK_CODUNICO00018955088,S,Tradicional,01.NUEVOS,03.PASIVOS
201711,IBK_CODUNICO00026852170,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201709,IBK_CODUNICO00027751611,S,Digital,01.NUEVOS,03.PASIVOS
201710,IBK_CODUNICO00026872182,S,Digital,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00026871539,N,Light user,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00028272617,S,Light user,08.RETIRO,02.ACTIVOS
201712,IBK_CODUNICO00029066292,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00028976406,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00027075812,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201701,IBK_CODUNICO00028548965,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00025622454,S,Digital,Sin segmento,01.NI ACTIVOS NI PASIVOS
201711,IBK_CODUNICO00027444282,S,Agente,01.NUEVOS,02.ACTIVOS
201708,IBK_CODUNICO00019000487,S,Digital,01.NUEVOS,02.ACTIVOS
201704,IBK_CODUNICO00028063214,N,Tradicional,03.CONSUMIDOR,03.PASIVOS
201701,IBK_CODUNICO00029258844,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201709,IBK_CODUNICO00029207340,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00027409034,S,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201703,IBK_CODUNICO00026405154,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201703,IBK_CODUNICO0009054802,S,Agente,01.NUEVOS,02.ACTIVOS
201712,IBK_CODUNICO00028015036,N,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201704,IBK_CODUNICO00021614230,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00028905870,S,Digital,03.CONSUMIDOR,03.PASIVOS
201707,IBK_CODUNICO00027762328,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00027079564,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00027454588,S,Digital,Sin segmento,02.ACTIVOS
201701,IBK_CODUNICO00021108013,S,Agente,05.TRANSACCIONAL IND,02.ACTIVOS
201703,IBK_CODUNICO00027487567,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201703,IBK_CODUNICO00029169199,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201703,IBK_CODUNICO00027388429,N,Digital,07.ANSIOSO,03.PASIVOS
201701,IBK_CODUNICO00026665158,S,Light user,02.INACTIVOS,02.ACTIVOS
201711,IBK_CODUNICO00029369459,S,ATM,08.RETIRO,03.PASIVOS
201712,IBK_CODUNICO00026576507,S,ATM,05.TRANSACCIONAL IND,02.ACTIVOS
201712,IBK_CODUNICO00028189577,S,Digital,01.NUEVOS,02.ACTIVOS
201711,IBK_CODUNICO00027262158,N,Light user,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00026752795,S,Light user,05.TRANSACCIONAL IND,02.ACTIVOS
201708,IBK_CODUNICO00019058791,S,Digital,01.NUEVOS,02.ACTIVOS
201711,IBK_CODUNICO00027981530,S,Tradicional,08.RETIRO,02.ACTIVOS
201702,IBK_CODUNICO00028578962,S,Digital,Sin segmento,02.ACTIVOS
201706,IBK_CODUNICO00025989437,S,Agente,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00017879609,S,Digital,03.CONSUMIDOR,03.PASIVOS
201707,IBK_CODUNICO00029279818,S,Digital,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00027460200,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201703,IBK_CODUNICO00024762112,S,Digital,07.ANSIOSO,03.PASIVOS
201707,IBK_CODUNICO00026466474,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00026587229,S,Digital,07.ANSIOSO,02.ACTIVOS
201703,IBK_CODUNICO00023582363,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00024154406,S,Tradicional,01.NUEVOS,03.PASIVOS
201705,IBK_CODUNICO00028709879,S,Tradicional,Sin segmento,02.ACTIVOS
201706,IBK_CODUNICO00017621857,S,Light user,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00029145742,S,Digital,07.ANSIOSO,02.ACTIVOS
201702,IBK_CODUNICO00023953880,S,Tradicional,01.NUEVOS,03.PASIVOS
201705,IBK_CODUNICO00027841694,S,Digital,03.CONSUMIDOR,03.PASIVOS
201704,IBK_CODUNICO00027406784,S,Digital,07.ANSIOSO,03.PASIVOS
201709,IBK_CODUNICO00028611107,S,Digital,04.AHORRADOR,02.ACTIVOS
201710,IBK_CODUNICO00026789089,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201710,IBK_CODUNICO00019033355,S,Digital,07.ANSIOSO,03.PASIVOS
201706,IBK_CODUNICO00025905995,S,Agente,05.TRANSACCIONAL IND,02.ACTIVOS
201707,IBK_CODUNICO00022089172,S,Sin transacciones,01.NUEVOS,03.PASIVOS
201711,IBK_CODUNICO0005242993,S,Sin segmento,Sin segmento,02.ACTIVOS
201703,IBK_CODUNICO00026362358,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201701,IBK_CODUNICO00027431040,S,Tradicional,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO0005049128,S,Digital,07.ANSIOSO,02.ACTIVOS
201703,IBK_CODUNICO00028339890,N,Light user,01.NUEVOS,03.PASIVOS
201706,IBK_CODUNICO00028491953,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201703,IBK_CODUNICO00028256739,S,Tradicional,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO00012897445,N,Agente,07.ANSIOSO,03.PASIVOS
201706,IBK_CODUNICO00015924802,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201702,IBK_CODUNICO00028999842,S,Digital,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00026401533,S,Digital,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00029116474,S,Tradicional,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00029037110,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00029267755,S,Tradicional,Sin segmento,02.ACTIVOS
201701,IBK_CODUNICO00015489868,S,Digital,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00025380653,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00028039784,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201704,IBK_CODUNICO00018856990,S,Digital,02.INACTIVOS,02.ACTIVOS
201708,IBK_CODUNICO00028941229,S,Light user,04.AHORRADOR,02.ACTIVOS
201707,IBK_CODUNICO00022142329,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00029318340,S,Light user,Sin segmento,03.PASIVOS
201702,IBK_CODUNICO00028046111,N,ATM,08.RETIRO,03.PASIVOS
201707,IBK_CODUNICO00027103941,N,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201709,IBK_CODUNICO00029123351,S,Digital,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00028864063,S,Sin transacciones,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00022500370,S,Light user,01.NUEVOS,03.PASIVOS
201706,IBK_CODUNICO00026593721,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201709,IBK_CODUNICO00025147640,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201707,IBK_CODUNICO00028503390,S,Digital,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00028598361,S,Sin segmento,Sin segmento,03.PASIVOS
201703,IBK_CODUNICO00025100620,S,Agente,06.TRANSACCIONAL DEP,02.ACTIVOS
201707,IBK_CODUNICO00029333491,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201708,IBK_CODUNICO00028257021,S,Tradicional,Sin segmento,02.ACTIVOS
201703,IBK_CODUNICO00029260453,S,Tradicional,01.NUEVOS,03.PASIVOS
201702,IBK_CODUNICO00022384641,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201701,IBK_CODUNICO00026745168,S,Digital,01.NUEVOS,02.ACTIVOS
201704,IBK_CODUNICO00027165158,S,Light user,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00027975509,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201704,IBK_CODUNICO00026740331,S,Digital,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00025335670,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00024710233,N,Light user,07.ANSIOSO,03.PASIVOS
201704,IBK_CODUNICO00025267498,S,Digital,01.NUEVOS,02.ACTIVOS
201711,IBK_CODUNICO00026735216,S,Tradicional,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00025104103,S,Light user,01.NUEVOS,03.PASIVOS
201702,IBK_CODUNICO00027301403,S,Tradicional,04.AHORRADOR,02.ACTIVOS
201708,IBK_CODUNICO00025469863,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00020361292,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201712,IBK_CODUNICO00025626021,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00029378604,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201703,IBK_CODUNICO00013601594,S,Light user,05.TRANSACCIONAL IND,02.ACTIVOS
201709,IBK_CODUNICO00027939707,S,Digital,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00026676296,S,ATM,03.CONSUMIDOR,03.PASIVOS
201711,IBK_CODUNICO00018039082,S,Digital,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO00028937904,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00026939209,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00023582956,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00027479319,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00026600951,S,ATM,08.RETIRO,03.PASIVOS
201706,IBK_CODUNICO00029280177,S,Light user,01.NUEVOS,03.PASIVOS
201707,IBK_CODUNICO00027571695,S,Digital,07.ANSIOSO,03.PASIVOS
201703,IBK_CODUNICO00029381244,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201704,IBK_CODUNICO00021606862,S,Tradicional,04.AHORRADOR,03.PASIVOS
201710,IBK_CODUNICO00027601155,S,Digital,04.AHORRADOR,03.PASIVOS
201709,IBK_CODUNICO00027726983,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201701,IBK_CODUNICO00027228975,S,Digital,01.NUEVOS,03.PASIVOS
201705,IBK_CODUNICO00025633570,S,Digital,07.ANSIOSO,03.PASIVOS
201712,IBK_CODUNICO00027602510,S,Sin segmento,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00026571296,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201707,IBK_CODUNICO00029243876,N,Agente,08.RETIRO,03.PASIVOS
201707,IBK_CODUNICO00019768501,S,Digital,01.NUEVOS,03.PASIVOS
201709,IBK_CODUNICO00023600819,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00026177845,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201702,IBK_CODUNICO00028255258,S,Digital,02.INACTIVOS,03.PASIVOS
201712,IBK_CODUNICO00029224064,S,Digital,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00027844577,N,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201703,IBK_CODUNICO00022351489,N,Digital,03.CONSUMIDOR,03.PASIVOS
201706,IBK_CODUNICO00027553031,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201707,IBK_CODUNICO00025950206,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201712,IBK_CODUNICO00026347491,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00026824723,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00028439897,S,Light user,03.CONSUMIDOR,03.PASIVOS
201706,IBK_CODUNICO00028314523,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201710,IBK_CODUNICO00028396253,S,Digital,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00022643503,S,Tradicional,01.NUEVOS,03.PASIVOS
201707,IBK_CODUNICO00027270230,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00015629923,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201710,IBK_CODUNICO00023442308,S,Digital,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00029299589,S,Light user,04.AHORRADOR,03.PASIVOS
201712,IBK_CODUNICO00019268465,S,Digital,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO00026852274,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00025610552,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00028181191,S,Digital,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00022751657,S,Agente,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00021596729,S,Digital,01.NUEVOS,03.PASIVOS
201702,IBK_CODUNICO00027694971,N,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201701,IBK_CODUNICO00025174203,S,Digital,07.ANSIOSO,03.PASIVOS
201706,IBK_CODUNICO00026965244,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201704,IBK_CODUNICO00024841067,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00023064622,S,Light user,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00028780955,S,Digital,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00028941150,S,Digital,07.ANSIOSO,03.PASIVOS
201701,IBK_CODUNICO00010901362,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201701,IBK_CODUNICO00025844674,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201704,IBK_CODUNICO00027407614,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201701,IBK_CODUNICO00026073986,S,Digital,01.NUEVOS,03.PASIVOS
201701,IBK_CODUNICO00023786176,S,Agente,05.TRANSACCIONAL IND,02.ACTIVOS
201708,IBK_CODUNICO00029005069,S,Digital,01.NUEVOS,02.ACTIVOS
201708,IBK_CODUNICO00028433599,S,Digital,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00026430844,S,Digital,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00026232871,N,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201706,IBK_CODUNICO00028399103,S,Digital,Sin segmento,03.PASIVOS
201706,IBK_CODUNICO00028822837,S,Light user,07.ANSIOSO,02.ACTIVOS
201704,IBK_CODUNICO00018123728,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00029354147,N,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201703,IBK_CODUNICO00027296578,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201706,IBK_CODUNICO00026007047,S,Digital,07.ANSIOSO,03.PASIVOS
201712,IBK_CODUNICO00027307494,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00029158861,S,Tradicional,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00027132198,S,Digital,07.ANSIOSO,03.PASIVOS
201708,IBK_CODUNICO00026480448,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00022293182,N,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201704,IBK_CODUNICO00020107630,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00026481643,S,Light user,06.TRANSACCIONAL DEP,02.ACTIVOS
201707,IBK_CODUNICO00029302723,S,Light user,01.NUEVOS,03.PASIVOS
201705,IBK_CODUNICO00020081517,S,Light user,08.RETIRO,03.PASIVOS
201703,IBK_CODUNICO00024482592,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201704,IBK_CODUNICO00027820443,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00022457369,S,Agente,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00026914465,N,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201712,IBK_CODUNICO00027168659,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201707,IBK_CODUNICO00028531941,S,Digital,07.ANSIOSO,02.ACTIVOS
201712,IBK_CODUNICO00026832063,S,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201702,IBK_CODUNICO00028658619,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00028578108,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201709,IBK_CODUNICO00028650561,S,Digital,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00028713540,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201704,IBK_CODUNICO00026268375,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00029336743,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201710,IBK_CODUNICO00024184784,S,Digital,03.CONSUMIDOR,03.PASIVOS
201712,IBK_CODUNICO00027020226,S,Agente,03.CONSUMIDOR,02.ACTIVOS
201706,IBK_CODUNICO00027821033,S,ATM,08.RETIRO,03.PASIVOS
201705,IBK_CODUNICO00025842048,S,Tradicional,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00023514718,S,Digital,01.NUEVOS,02.ACTIVOS
201707,IBK_CODUNICO00028804091,S,Digital,03.CONSUMIDOR,03.PASIVOS
201702,IBK_CODUNICO00028271654,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201708,IBK_CODUNICO00028895797,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201703,IBK_CODUNICO00021981863,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201704,IBK_CODUNICO00021225732,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00026635402,S,Light user,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO00024835100,S,Agente,06.TRANSACCIONAL DEP,02.ACTIVOS
201708,IBK_CODUNICO00025327589,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00025367260,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201701,IBK_CODUNICO00027807521,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201705,IBK_CODUNICO00027536001,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00025997964,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00023700551,S,Digital,02.INACTIVOS,02.ACTIVOS
201712,IBK_CODUNICO00021454680,S,ATM,08.RETIRO,02.ACTIVOS
201706,IBK_CODUNICO00028526919,S,Light user,Sin segmento,03.PASIVOS
201712,IBK_CODUNICO00017372883,S,Light user,03.CONSUMIDOR,03.PASIVOS
201706,IBK_CODUNICO00018035262,S,Sin transacciones,01.NUEVOS,02.ACTIVOS
201712,IBK_CODUNICO00026018203,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00029192491,S,Sin transacciones,01.NUEVOS,02.ACTIVOS
201702,IBK_CODUNICO00024938465,S,Light user,01.NUEVOS,02.ACTIVOS
201705,IBK_CODUNICO00023097839,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201705,IBK_CODUNICO00028093768,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201712,IBK_CODUNICO00028953491,S,Digital,07.ANSIOSO,03.PASIVOS
201710,IBK_CODUNICO00028916884,N,Digital,07.ANSIOSO,03.PASIVOS
201701,IBK_CODUNICO00027553556,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00027730964,N,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201704,IBK_CODUNICO00027767465,S,Digital,01.NUEVOS,02.ACTIVOS
201706,IBK_CODUNICO00025150208,N,Digital,07.ANSIOSO,01.NI ACTIVOS NI PASIVOS
201708,IBK_CODUNICO00020633701,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201709,IBK_CODUNICO00025073548,S,ATM,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00029379068,S,Digital,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00017369836,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201704,IBK_CODUNICO00027767307,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO00029064498,N,Digital,07.ANSIOSO,03.PASIVOS
201702,IBK_CODUNICO00025386471,S,ATM,01.NUEVOS,03.PASIVOS
201712,IBK_CODUNICO00024182629,S,Digital,08.RETIRO,02.ACTIVOS
201708,IBK_CODUNICO00029421276,S,Digital,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00028415340,S,Tradicional,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00026773362,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO0005770594,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201709,IBK_CODUNICO00028737231,S,Digital,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00023990392,N,Tradicional,07.ANSIOSO,03.PASIVOS
201708,IBK_CODUNICO00028730948,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201710,IBK_CODUNICO00025105851,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201706,IBK_CODUNICO00027480257,S,Tradicional,01.NUEVOS,02.ACTIVOS
201711,IBK_CODUNICO00029005305,S,Digital,02.INACTIVOS,02.ACTIVOS
201709,IBK_CODUNICO00026198222,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201708,IBK_CODUNICO00023046285,S,Agente,08.RETIRO,03.PASIVOS
201707,IBK_CODUNICO00024216264,S,ATM,05.TRANSACCIONAL IND,03.PASIVOS
201705,IBK_CODUNICO00027336632,S,Digital,07.ANSIOSO,03.PASIVOS
201704,IBK_CODUNICO00022173240,S,Digital,07.ANSIOSO,03.PASIVOS
201711,IBK_CODUNICO00025573171,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201702,IBK_CODUNICO00024818874,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00027936268,S,Light user,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00026026277,S,Tradicional,01.NUEVOS,02.ACTIVOS
201709,IBK_CODUNICO00029187974,S,Tradicional,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00026384559,S,Light user,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00028917702,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00021873998,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00028071573,N,Light user,07.ANSIOSO,03.PASIVOS
201706,IBK_CODUNICO00028366486,S,Digital,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00029362009,S,Digital,07.ANSIOSO,03.PASIVOS
201711,IBK_CODUNICO00023625815,S,ATM,05.TRANSACCIONAL IND,03.PASIVOS
201711,IBK_CODUNICO00025565066,N,Light user,03.CONSUMIDOR,03.PASIVOS
201702,IBK_CODUNICO00024408741,S,Digital,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO00029238719,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00029203550,S,Light user,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO00028822697,S,Agente,08.RETIRO,02.ACTIVOS
201704,IBK_CODUNICO00020076688,S,Agente,08.RETIRO,03.PASIVOS
201706,IBK_CODUNICO00027031859,S,Digital,05.TRANSACCIONAL IND,01.NI ACTIVOS NI PASIVOS
201706,IBK_CODUNICO00027945724,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00029145760,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00027492202,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00025521036,S,Light user,05.TRANSACCIONAL IND,03.PASIVOS
201708,IBK_CODUNICO00026415581,S,Digital,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00018791840,S,Agente,08.RETIRO,03.PASIVOS
201709,IBK_CODUNICO00024381256,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO00022803791,S,Digital,Sin segmento,02.ACTIVOS
201701,IBK_CODUNICO00026920927,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201701,IBK_CODUNICO00028639122,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201701,IBK_CODUNICO00024727105,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201706,IBK_CODUNICO00021428949,S,Sin segmento,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00025686661,N,Agente,08.RETIRO,03.PASIVOS
201707,IBK_CODUNICO00025392675,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201704,IBK_CODUNICO00027734853,S,Agente,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00027080751,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201701,IBK_CODUNICO00029173389,S,Digital,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00026253745,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00025286286,N,ATM,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00023597485,N,Digital,03.CONSUMIDOR,03.PASIVOS
201712,IBK_CODUNICO00029181197,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201709,IBK_CODUNICO00028864596,N,Agente,04.AHORRADOR,03.PASIVOS
201707,IBK_CODUNICO00024518002,S,Tradicional,01.NUEVOS,02.ACTIVOS
201701,IBK_CODUNICO00028425865,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201711,IBK_CODUNICO00025662167,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00029401201,S,Sin transacciones,01.NUEVOS,03.PASIVOS
201711,IBK_CODUNICO00027162894,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00026969745,S,Tradicional,01.NUEVOS,02.ACTIVOS
201703,IBK_CODUNICO00026539984,S,Digital,07.ANSIOSO,03.PASIVOS
201709,IBK_CODUNICO00025557963,N,Digital,07.ANSIOSO,03.PASIVOS
201702,IBK_CODUNICO00024076683,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00024333485,S,Light user,01.NUEVOS,02.ACTIVOS
